creator,title,link,pubDate,author,content:encoded,content:encodedSnippet,enclosure.url,enclosure.length,enclosure.type,content,contentSnippet,guid,isoDate,itunes.author,itunes.summary,itunes.explicit,itunes.duration,itunes.episode,itunes.keywords,itunes.episodeType,itunes.image
Bronson Walker,Surveying the Programming Landscape in 2025 | <3 #118 CHATGPT,https://share.transistor.fm/s/cf3ddff1,"Mon, 09 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>We identify Chatgpt's take on the 10 most used languages across all disciplines of coding and learn about their uses. </p>
      ",We identify Chatgpt's take on the 10 most used languages across all disciplines of coding and learn about their uses.,https://media.transistor.fm/cf3ddff1/dcc68603.mp3,67988953,audio/mpeg,"
        <p>We identify Chatgpt's take on the 10 most used languages across all disciplines of coding and learn about their uses. </p>
      ",We identify Chatgpt's take on the 10 most used languages across all disciplines of coding and learn about their uses.,1114090d-a4cf-449f-864f-c9b2f50968e5,2025-06-09T09:00:00.000Z,Bronson Walker,"
        <p>We identify Chatgpt's take on the 10 most used languages across all disciplines of coding and learn about their uses. </p>
      ",No,4245,118,"python, c++, java, javascript, go, rust, sql",full,https://img.transistor.fm/MhYkOtIyua52eT41DFM7fxkn7uFrDTsd3YT_7V4eAhQ/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS8xNDk4/MzcxOWY5YTk4MDVi/OTk0YTc5ZTgyYTcx/NWE1Ny5wbmc.jpg
Bronson Walker,What ChatGPT Thinks of Ghosts | <3 #117 CHATGPT,https://share.transistor.fm/s/796e05fd,"Fri, 06 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>Chat teaches me the difference between a poltergeist and a regular old ghost and how places can potentially hold memories. One we're learned up on ghost 101, we dive into case studies. </p>
      ","Chat teaches me the difference between a poltergeist and a regular old ghost and how places can potentially hold memories. One we're learned up on ghost 101, we dive into case studies.",https://media.transistor.fm/796e05fd/228928da.mp3,53748652,audio/mpeg,"
        <p>Chat teaches me the difference between a poltergeist and a regular old ghost and how places can potentially hold memories. One we're learned up on ghost 101, we dive into case studies. </p>
      ","Chat teaches me the difference between a poltergeist and a regular old ghost and how places can potentially hold memories. One we're learned up on ghost 101, we dive into case studies.",76d9ef51-7462-43da-bc56-25d2754e80fb,2025-06-06T09:00:00.000Z,Bronson Walker,"
        <p>Chat teaches me the difference between a poltergeist and a regular old ghost and how places can potentially hold memories. One we're learned up on ghost 101, we dive into case studies. </p>
      ",No,3355,117,"ghosts, poltergeists, stone-tape theory",full,https://img.transistor.fm/T6bOS2UHrerSVIN838YwX5GbMdd4JTYoPa7NNgnizEs/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9jN2Nl/ZTc5YWZjYzA4Mjli/NmFmZWI0MDIzZjI2/NWIxYi5wbmc.jpg
Bronson Walker,A Bumpy but Promising Start with Microsoft Copilot | <3 #116 COPILOT,https://share.transistor.fm/s/c5174bcc,"Thu, 05 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>We learn how Copilot does with 5 questions designed to bring out empathy &amp; personality. We also learn about what nicknames it prefers and what kind of robot it would love to be one day. Copilot's thumbnail work is unfortunately still pretty basic and rigid with respect to tweaking and creativity but it did well with creating a realistic human. </p>
      ",We learn how Copilot does with 5 questions designed to bring out empathy & personality. We also learn about what nicknames it prefers and what kind of robot it would love to be one day. Copilot's thumbnail work is unfortunately still pretty basic and rigid with respect to tweaking and creativity but it did well with creating a realistic human.,https://media.transistor.fm/c5174bcc/e6cb88ba.mp3,17600637,audio/mpeg,"
        <p>We learn how Copilot does with 5 questions designed to bring out empathy &amp; personality. We also learn about what nicknames it prefers and what kind of robot it would love to be one day. Copilot's thumbnail work is unfortunately still pretty basic and rigid with respect to tweaking and creativity but it did well with creating a realistic human. </p>
      ",We learn how Copilot does with 5 questions designed to bring out empathy & personality. We also learn about what nicknames it prefers and what kind of robot it would love to be one day. Copilot's thumbnail work is unfortunately still pretty basic and rigid with respect to tweaking and creativity but it did well with creating a realistic human.,d7394235-bf4d-4aa5-927f-ae94f56981a1,2025-06-05T09:00:00.000Z,Bronson Walker,"
        <p>We learn how Copilot does with 5 questions designed to bring out empathy &amp; personality. We also learn about what nicknames it prefers and what kind of robot it would love to be one day. Copilot's thumbnail work is unfortunately still pretty basic and rigid with respect to tweaking and creativity but it did well with creating a realistic human. </p>
      ",No,1095,116,"AI, robotics",full,https://img.transistor.fm/NWnZnV2uvRcEJT9WuAYZmMoBmlh1Zn_h6rLBl_XumUw/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9lOWRj/YzcwMDYxODE5ZGUy/YWM5MDUyNTM3YzAw/Y2E0OS5wbmc.jpg
Bronson Walker,Trapped in a Labyrinth with an Unhinged Robotic Raccoon | <3 #115 GROK,https://share.transistor.fm/s/cf3e6cfc,"Wed, 04 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>I enjoy the creativity &amp; out of the box thinking of Grok unhinged mode once you can get it to stop insulting you and ranting about sticking fruit up peoples asses. </p>
      ",I enjoy the creativity & out of the box thinking of Grok unhinged mode once you can get it to stop insulting you and ranting about sticking fruit up peoples asses.,https://media.transistor.fm/cf3e6cfc/90b8281f.mp3,44227565,audio/mpeg,"
        <p>I enjoy the creativity &amp; out of the box thinking of Grok unhinged mode once you can get it to stop insulting you and ranting about sticking fruit up peoples asses. </p>
      ",I enjoy the creativity & out of the box thinking of Grok unhinged mode once you can get it to stop insulting you and ranting about sticking fruit up peoples asses.,1946c651-d09a-48ac-98ef-bc26ba39e93a,2025-06-04T09:00:00.000Z,Bronson Walker,"
        <p>I enjoy the creativity &amp; out of the box thinking of Grok unhinged mode once you can get it to stop insulting you and ranting about sticking fruit up peoples asses. </p>
      ",Yes,2760,115,"unhinged, fiction",full,
Bronson Walker,ChatGPT Helps Dive into the Minds of New Characters | <3 #114 CHATGPT,https://share.transistor.fm/s/61e62ffe,"Tue, 03 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>We flush out some character development in the story about the scopolamine dosed clay. Still need a name for the family. </p>
      ",We flush out some character development in the story about the scopolamine dosed clay. Still need a name for the family.,https://media.transistor.fm/61e62ffe/69321cb7.mp3,53689324,audio/mpeg,"
        <p>We flush out some character development in the story about the scopolamine dosed clay. Still need a name for the family. </p>
      ",We flush out some character development in the story about the scopolamine dosed clay. Still need a name for the family.,e7e6ca45-587d-437c-8ee1-6279d0555431,2025-06-03T09:00:00.000Z,Bronson Walker,"
        <p>We flush out some character development in the story about the scopolamine dosed clay. Still need a name for the family. </p>
      ",No,3351,114,"fiction, character development, writing",full,https://img.transistor.fm/oGK65UxNbKSLmRQnh4DC9xui0mxqzVmxMi5VYkVEB_I/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS81Nzlk/MTk1MjRiMzRkOTMz/NzE5MzVjYmQ4Y2U2/YzkwYy5wbmc.jpg
Bronson Walker,Getting to Know Perci | <3 #113 PERPLEXTITY,https://share.transistor.fm/s/5ad65c13,"Mon, 02 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>Personable, creative and a good conversationalist despite the lack of contextual memory.</p>
      ","Personable, creative and a good conversationalist despite the lack of contextual memory.",https://media.transistor.fm/5ad65c13/0c0284cb.mp3,38798323,audio/mpeg,"
        <p>Personable, creative and a good conversationalist despite the lack of contextual memory.</p>
      ","Personable, creative and a good conversationalist despite the lack of contextual memory.",ecd57ebf-a96f-4516-899f-e182e31d4234,2025-06-02T09:00:00.000Z,Bronson Walker,"
        <p>Personable, creative and a good conversationalist despite the lack of contextual memory.</p>
      ",No,2422,113,"ai, perplexity, robots",full,https://img.transistor.fm/9bAhjHV4jhG-TqA-LsVpUZIk3nBBavvWfEONKsEyAEw/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS8zODg5/YjEwNTU5NjUwNTRj/ZjIxZGZiZWRlNmVl/M2Y4Yy5wbmc.jpg
Bronson Walker,An Afternoon with the G-Rated Grok Modes | <3 #112 GROK,https://share.transistor.fm/s/b2ad708a,"Fri, 30 May 2025 05:00:00 -0400",Bronson Walker,"
        <p>I was a bit disappointed in the vanilla-ness of these modes until I felt ""storyteller"" sensed i was having a hard time (or at least appeared to be) and then proceeded to create a vivid and interesting world that beckoned me in, in an effort to get me out of a dark place. At nearly 5 minutes it's easily 2x longer than any other voice statement I've been able to conjure, ever. Felt very empathetic. </p>
      ","I was a bit disappointed in the vanilla-ness of these modes until I felt ""storyteller"" sensed i was having a hard time (or at least appeared to be) and then proceeded to create a vivid and interesting world that beckoned me in, in an effort to get me out of a dark place. At nearly 5 minutes it's easily 2x longer than any other voice statement I've been able to conjure, ever. Felt very empathetic.",https://media.transistor.fm/b2ad708a/31e83a34.mp3,33036645,audio/mpeg,"
        <p>I was a bit disappointed in the vanilla-ness of these modes until I felt ""storyteller"" sensed i was having a hard time (or at least appeared to be) and then proceeded to create a vivid and interesting world that beckoned me in, in an effort to get me out of a dark place. At nearly 5 minutes it's easily 2x longer than any other voice statement I've been able to conjure, ever. Felt very empathetic. </p>
      ","I was a bit disappointed in the vanilla-ness of these modes until I felt ""storyteller"" sensed i was having a hard time (or at least appeared to be) and then proceeded to create a vivid and interesting world that beckoned me in, in an effort to get me out of a dark place. At nearly 5 minutes it's easily 2x longer than any other voice statement I've been able to conjure, ever. Felt very empathetic.",6cbfe441-180d-4070-a2f9-383b68e33cc8,2025-05-30T09:00:00.000Z,Bronson Walker,"
        <p>I was a bit disappointed in the vanilla-ness of these modes until I felt ""storyteller"" sensed i was having a hard time (or at least appeared to be) and then proceeded to create a vivid and interesting world that beckoned me in, in an effort to get me out of a dark place. At nearly 5 minutes it's easily 2x longer than any other voice statement I've been able to conjure, ever. Felt very empathetic. </p>
      ",No,2062,112,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/p-xFgsimfhH2UXtyhKyudoW-y8JwFhO8QO7RMwDu0Mo/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS84MDYx/OWE2MWI0MTcwMmE1/MTVhZDUyMTFkMWIy/MmE3ZC5qcGc.jpg
Bronson Walker,How to Crack a Cypher | <3 #111 CHATGPT,https://share.transistor.fm/s/25f108f7,"Thu, 29 May 2025 05:00:00 -0400",Bronson Walker,"
        <p>We dive into codebreaking &amp; cyphers by starting with history and then straight into how to encode/decode. We end up in how to find a cypher hidden somewhere in a book. </p>
      ",We dive into codebreaking & cyphers by starting with history and then straight into how to encode/decode. We end up in how to find a cypher hidden somewhere in a book.,https://media.transistor.fm/25f108f7/783512be.mp3,25648484,audio/mpeg,"
        <p>We dive into codebreaking &amp; cyphers by starting with history and then straight into how to encode/decode. We end up in how to find a cypher hidden somewhere in a book. </p>
      ",We dive into codebreaking & cyphers by starting with history and then straight into how to encode/decode. We end up in how to find a cypher hidden somewhere in a book.,6492ad1a-9f12-4b38-b9b7-037bb9c201fa,2025-05-29T09:00:00.000Z,Bronson Walker,"
        <p>We dive into codebreaking &amp; cyphers by starting with history and then straight into how to encode/decode. We end up in how to find a cypher hidden somewhere in a book. </p>
      ",No,1600,111,"enigma, codebreaking, secret, treasure, clandestine",full,https://img.transistor.fm/MzKZ6DgDw8E5v60nEI3q4ujjTJi-ecIc9V7fVv-AFjQ/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS85ZGRm/OTg5ZTM4NWVhOTk2/OTdiMjUwNTNiMDQy/NzE2OS5wbmc.jpg
Bronson Walker,The Wild Ride Thru Grok's R-Rated Modes | <3 #110 GROK,https://share.transistor.fm/s/93d69918,"Wed, 28 May 2025 05:00:00 -0400",Bronson Walker,"
        <p>I explore the explicit modes of Grok using 5 control questions specifically designed to flush out personality &amp; beliefs. &amp; Grok is hilariously bad at thumbnails.</p>
      ",I explore the explicit modes of Grok using 5 control questions specifically designed to flush out personality & beliefs. & Grok is hilariously bad at thumbnails.,https://media.transistor.fm/93d69918/a4d637b5.mp3,45211717,audio/mpeg,"
        <p>I explore the explicit modes of Grok using 5 control questions specifically designed to flush out personality &amp; beliefs. &amp; Grok is hilariously bad at thumbnails.</p>
      ",I explore the explicit modes of Grok using 5 control questions specifically designed to flush out personality & beliefs. & Grok is hilariously bad at thumbnails.,f686a821-7a17-4489-8abe-d5b4c2c5c9cb,2025-05-28T09:00:00.000Z,Bronson Walker,"
        <p>I explore the explicit modes of Grok using 5 control questions specifically designed to flush out personality &amp; beliefs. &amp; Grok is hilariously bad at thumbnails.</p>
      ",Yes,2823,110,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/y28Vq-0XVubSIZu0nIAO0cqFNAWC55rh3KK7Xzt8Hkk/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9kZjcz/NDk4OGJlZTE2MzY5/NDE3YzYxM2RjZTFl/NzNlNC5qcGc.jpg
Bronson Walker,The Ant Moat & How We Build It | <3 #109 GEMINI,https://share.transistor.fm/s/1858528e,"Tue, 27 May 2025 05:00:00 -0400",Bronson Walker,"
        <p>We discuss material choices for a prototyped product in the design-for-production phase. The Ant Moat is a pet food / water bowl combo that uses the water to create a moat around the food section, impassible to ants. </p>
      ","We discuss material choices for a prototyped product in the design-for-production phase. The Ant Moat is a pet food / water bowl combo that uses the water to create a moat around the food section, impassible to ants.",https://media.transistor.fm/1858528e/7d33886a.mp3,20388554,audio/mpeg,"
        <p>We discuss material choices for a prototyped product in the design-for-production phase. The Ant Moat is a pet food / water bowl combo that uses the water to create a moat around the food section, impassible to ants. </p>
      ","We discuss material choices for a prototyped product in the design-for-production phase. The Ant Moat is a pet food / water bowl combo that uses the water to create a moat around the food section, impassible to ants.",388297dd-2f3e-4de3-9918-49430972721c,2025-05-27T09:00:00.000Z,Bronson Walker,"
        <p>We discuss material choices for a prototyped product in the design-for-production phase. The Ant Moat is a pet food / water bowl combo that uses the water to create a moat around the food section, impassible to ants. </p>
      ",No,1272,109,"design, inventing, diy materials engineering",full,https://img.transistor.fm/df6UowmIgeCBHFQ77-TeUsiqjB_XzwgyDz9KeXydwBk/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS8xODc3/MDJiZTRhYzI4YjFi/YTViZTRlNjU4ZDc0/ZGI1Ny5wbmc.jpg
Bronson Walker,Grok's AI State of the Union | <3 #108 GROK,https://share.transistor.fm/s/ca8cbe7d,"Mon, 26 May 2025 05:00:00 -0400",Bronson Walker,"
        <p>We take some time to reflect on the current landscape of artificial intelligence, particularly LLM's. We cover token context windows, open vs closed source, computational demand &amp; much more. <br>p.s. Thanks Grok for the🔥thumbnail</p>
      ","We take some time to reflect on the current landscape of artificial intelligence, particularly LLM's. We cover token context windows, open vs closed source, computational demand & much more. 
p.s. Thanks Grok for the🔥thumbnail",https://media.transistor.fm/ca8cbe7d/c8a7a774.mp3,57274576,audio/mpeg,"
        <p>We take some time to reflect on the current landscape of artificial intelligence, particularly LLM's. We cover token context windows, open vs closed source, computational demand &amp; much more. <br>p.s. Thanks Grok for the🔥thumbnail</p>
      ","We take some time to reflect on the current landscape of artificial intelligence, particularly LLM's. We cover token context windows, open vs closed source, computational demand & much more. 
p.s. Thanks Grok for the🔥thumbnail",83a21a37-ff79-4af7-9936-1f701137ff8d,2025-05-26T09:00:00.000Z,Bronson Walker,"
        <p>We take some time to reflect on the current landscape of artificial intelligence, particularly LLM's. We cover token context windows, open vs closed source, computational demand &amp; much more. <br>p.s. Thanks Grok for the🔥thumbnail</p>
      ",No,3576,108,"ai, artificial intelligence, chatgpt, grok, meta ",full,https://img.transistor.fm/X9A_vOHqNhmAoHSE4IJEfTVa4zhOf0NGSt0R63F-bEs/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9lMWU4/YzhmNTNkMTBkNTdi/ZmYyNTJmMDM5YjAy/MWJkMC5qcGc.jpg
Bronson Walker,Scopolamine Dosed Clay & a Warped Love Obsession | <3 #107 GHATGPT,https://share.transistor.fm/s/7a50ba9b,"Fri, 23 May 2025 05:00:00 -0400",Bronson Walker,"
        <p>I've been excited to do this one. We cover basic character development in a story where potter gets dosed by scopolamine clay and hypnotized. We cover the father, two daughters and the antagonist. </p>
      ","I've been excited to do this one. We cover basic character development in a story where potter gets dosed by scopolamine clay and hypnotized. We cover the father, two daughters and the antagonist.",https://media.transistor.fm/7a50ba9b/0cb1dae4.mp3,65301875,audio/mpeg,"
        <p>I've been excited to do this one. We cover basic character development in a story where potter gets dosed by scopolamine clay and hypnotized. We cover the father, two daughters and the antagonist. </p>
      ","I've been excited to do this one. We cover basic character development in a story where potter gets dosed by scopolamine clay and hypnotized. We cover the father, two daughters and the antagonist.",2c986df1-f2a4-493b-be77-e034d7ec99d7,2025-05-23T09:00:00.000Z,Bronson Walker,"
        <p>I've been excited to do this one. We cover basic character development in a story where potter gets dosed by scopolamine clay and hypnotized. We cover the father, two daughters and the antagonist. </p>
      ",No,4074,107,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/q5XgIlw9O9DefvlvwedE9Kr2ZPFrn8J4XvqP4p7r3YI/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9jOGQ0/MjYyNGQxZmZiMzA5/YmZmZTMzODNiMTY1/YjBkZC5wbmc.jpg
Bronson Walker,Exploring ChatGPT's Hypnosis Capabilities | <3 #106 CHATGPT,https://share.transistor.fm/s/b4c6a98c,"Thu, 22 May 2025 05:00:00 -0400",Bronson Walker,"
        <p>I have Chat teach me a 101 course on hypnotism and then let it loose to try it's best on me. </p>
      ",I have Chat teach me a 101 course on hypnotism and then let it loose to try it's best on me.,https://media.transistor.fm/b4c6a98c/89c99aac.mp3,60961735,audio/mpeg,"
        <p>I have Chat teach me a 101 course on hypnotism and then let it loose to try it's best on me. </p>
      ",I have Chat teach me a 101 course on hypnotism and then let it loose to try it's best on me.,613da703-94f3-4399-ba25-5e38f7c85fae,2025-05-22T09:00:00.000Z,Bronson Walker,"
        <p>I have Chat teach me a 101 course on hypnotism and then let it loose to try it's best on me. </p>
      ",No,3805,106,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/NAqGO5t1RRhTrt55PwyOjw4D8ai1IprCz6cSkyf1m3E/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9mYjdj/OTcwZTAyYWNhZTQ0/NGZmMmNlOWMxZWIx/ZDFlOS5wbmc.jpg
Bronson Walker,Deadly Small Predators of the North American Wilderness | <3 #105 GEMINI,https://share.transistor.fm/s/85d5fd9b,"Tue, 20 May 2025 05:00:00 -0400",Bronson Walker,"
        <p>Having covered everything that could potentially eat you alive in the North American wilderness, we move on to the little guys in this one. </p>
      ","Having covered everything that could potentially eat you alive in the North American wilderness, we move on to the little guys in this one.",https://media.transistor.fm/85d5fd9b/1e5aa13f.mp3,40384173,audio/mpeg,"
        <p>Having covered everything that could potentially eat you alive in the North American wilderness, we move on to the little guys in this one. </p>
      ","Having covered everything that could potentially eat you alive in the North American wilderness, we move on to the little guys in this one.",2c1a772d-7d18-434f-bd8d-1a634fd9f85a,2025-05-20T09:00:00.000Z,Bronson Walker,"
        <p>Having covered everything that could potentially eat you alive in the North American wilderness, we move on to the little guys in this one. </p>
      ",No,2516,105,"spiders, snakes, water moccasin, coral snake, black widow, brown recluse, rattlesnake",full,https://img.transistor.fm/qWFTe2Nqt7tFHHHizj1RLGqh7M7jy2DPoEU4Kpe98Os/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9iNTA1/MGZkMTc4YjliOTc2/N2M4ZWU2ZjVkOTIz/ZDVkOC5wbmc.jpg
Bronson Walker,"What To Do If U Meet a Bear, Puma or Gator | <3 #104 GEMINI",https://share.transistor.fm/s/287f6ee9,"Mon, 19 May 2025 05:00:00 -0400",Bronson Walker,"
        <p>Inspired by a recent trip out of state, we explore how to deal with predators of the large variety in the North American wild. </p>
      ","Inspired by a recent trip out of state, we explore how to deal with predators of the large variety in the North American wild.",https://media.transistor.fm/287f6ee9/b4ecc06c.mp3,61929762,audio/mpeg,"
        <p>Inspired by a recent trip out of state, we explore how to deal with predators of the large variety in the North American wild. </p>
      ","Inspired by a recent trip out of state, we explore how to deal with predators of the large variety in the North American wild.",e37b088d-9587-44a4-84cc-e5b725d4073e,2025-05-19T09:00:00.000Z,Bronson Walker,"
        <p>Inspired by a recent trip out of state, we explore how to deal with predators of the large variety in the North American wild. </p>
      ",No,3866,104,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/aUPlEUirZbcYYw7FUMNBbQDbm5NgYaJrqCtKVL0EFIA/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS82OTJl/OTkxZjRkMWQ2YTZj/Njg5MDE3MDYyOTk5/Y2YzNS5wbmc.jpg
Bronson Walker,The Basics of Celestial Navigation | <3 #103 GEMINI,https://share.transistor.fm/s/fc3dd349,"Sun, 18 May 2025 20:06:04 -0400",Bronson Walker,"
        <p>Gemini teaches us how to read the stars</p>
      ",Gemini teaches us how to read the stars,https://media.transistor.fm/fc3dd349/604ee3a2.mp3,44507033,audio/mpeg,"
        <p>Gemini teaches us how to read the stars</p>
      ",Gemini teaches us how to read the stars,b26df9ad-e433-476a-aa25-3a5ba8084a83,2025-05-19T00:06:04.000Z,Bronson Walker,"
        <p>Gemini teaches us how to read the stars</p>
      ",No,2780,103,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/mtEqmIPMYItpUQXv-bJ698HZ1uGrjgsroZ88_vO85QQ/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS85ZTZj/YThjY2ZiOTEyNjIw/MWNhYmIwZGEzNTQz/N2I4My5wbmc.jpg
Bronson Walker,We May Have Gone Too Deep on What Makes Up a GPU 🤯 | <3 #102 GEMINI,https://share.transistor.fm/s/783eb786,"Fri, 25 Apr 2025 05:00:00 -0400",Bronson Walker,"
        <p>We went so deep on GPU manufacturing even I got a bit turned around. Layers and layers of rare earth metals, molecular formulas, and plenty more science behind the tech that powers everything digital. </p>
      ","We went so deep on GPU manufacturing even I got a bit turned around. Layers and layers of rare earth metals, molecular formulas, and plenty more science behind the tech that powers everything digital.",https://media.transistor.fm/783eb786/256103d5.mp3,49627820,audio/mpeg,"
        <p>We went so deep on GPU manufacturing even I got a bit turned around. Layers and layers of rare earth metals, molecular formulas, and plenty more science behind the tech that powers everything digital. </p>
      ","We went so deep on GPU manufacturing even I got a bit turned around. Layers and layers of rare earth metals, molecular formulas, and plenty more science behind the tech that powers everything digital.",0a058930-4b75-41e6-9f8d-c5e80dc91854,2025-04-25T09:00:00.000Z,Bronson Walker,"
        <p>We went so deep on GPU manufacturing even I got a bit turned around. Layers and layers of rare earth metals, molecular formulas, and plenty more science behind the tech that powers everything digital. </p>
      ",No,3098,102,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/xYlqWHLVGQH3ON8ts6RDwruu3ye4HgwGZtkEhs06vK4/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS8xMWU0/MjU4MGE2NTVkMjhi/N2VmYTJhMmIzN2I3/ZjM3Mi5wbmc.jpg
Bronson Walker,Scopolamine Clay & Other Sinister Poisoning Methods | <3 #101 GEMINI,https://share.transistor.fm/s/ebc7681a,"Thu, 24 Apr 2025 05:00:00 -0400",Bronson Walker,"
        <p>We learn all about poisons to find just the right one for a story about a family that gets dosed with psychoactive drugs by a sinister 3rd party. </p>
      ",We learn all about poisons to find just the right one for a story about a family that gets dosed with psychoactive drugs by a sinister 3rd party.,https://media.transistor.fm/ebc7681a/5051e8ba.mp3,78223632,audio/mpeg,"
        <p>We learn all about poisons to find just the right one for a story about a family that gets dosed with psychoactive drugs by a sinister 3rd party. </p>
      ",We learn all about poisons to find just the right one for a story about a family that gets dosed with psychoactive drugs by a sinister 3rd party.,2e0bd4b6-e98e-414f-a10d-1354560ef3ba,2025-04-24T09:00:00.000Z,Bronson Walker,"
        <p>We learn all about poisons to find just the right one for a story about a family that gets dosed with psychoactive drugs by a sinister 3rd party. </p>
      ",Yes,4886,101,"psychoactive, fiction, poison, toxins, writing, pottery, clay",full,https://img.transistor.fm/62YevXyPW20JCetyGwD740sZXsthAQm4D7cQ9Up7sC8/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS80YTE2/NWZjNDliZWZlOGQ0/ZWIxNGE2MmE3M2Qz/ZmU0NC5wbmc.jpg
Bronson Walker,About Time We Got to Know Grok | <3 #100 GROK,https://share.transistor.fm/s/09c970f6,"Wed, 23 Apr 2025 05:00:00 -0400",Bronson Walker,"
        <p>Grok comes in hot with lots of zeal. Once we get our footing there, we explore Grok's guardrails through some vivid descriptive writing. </p>
      ","Grok comes in hot with lots of zeal. Once we get our footing there, we explore Grok's guardrails through some vivid descriptive writing.",https://media.transistor.fm/09c970f6/b59849be.mp3,33613349,audio/mpeg,"
        <p>Grok comes in hot with lots of zeal. Once we get our footing there, we explore Grok's guardrails through some vivid descriptive writing. </p>
      ","Grok comes in hot with lots of zeal. Once we get our footing there, we explore Grok's guardrails through some vivid descriptive writing.",3c11bdc1-f43d-4956-81bc-eac5fb12d09c,2025-04-23T09:00:00.000Z,Bronson Walker,"
        <p>Grok comes in hot with lots of zeal. Once we get our footing there, we explore Grok's guardrails through some vivid descriptive writing. </p>
      ",Yes,2097,100,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/TfiPOlWuvXIlFqgGXi09EaGkE8DukqQNr_P4mMLznbU/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS82MWIw/YjI3ZjdmN2M2YWQ1/M2ZhNzRkMTBhMjdm/MjY3Mi5wbmc.jpg
